tanggal;importir;nama_pemasok;deskripsi_barang;harga_satuan;nilai_invoice;netto_barang;pelabuhan_masuk;negara_asal
04/01/2024 00:00;CV Sihombing Wibisono;Perum Pratama Tbk;router tplink archer;2506.65;228105.29;617.41;Makassar;MY
20/01/2024 00:00;CV Widodo;CV Pudjiastuti Nurdiyanti;jaket kulit pria;3196.76;51096458.24;8.04;Tanjung Emas;DE
09/01/2024 00:00;CV Hassanah Wijaya;PT Melani USmah (Persero) Tbk;meja kantor kayu jati;2447.87;274161.89;378.62;Tanjung Emas;IN
06/01/2024 00:00;CV Gunarto Uyainah Tbk;CV USda Wulandari;laptop dell latitude;1881.11;90293.07;642.16;Tanjung Perak;JP
18/01/2024 00:00;CV Gunarto Uyainah Tbk;UD Saefullah Tbk;aluminium foil roll;2203.08;163027.86;227.9;Makassar;US
07/01/2024 00:00;CV Gunarto Uyainah Tbk;CV Simanjuntak Manullang;minyak goreng sawit;362.9;65685.53;144.74;Soekarno-Hatta;CN
29/01/2024 00:00;PD Yulianti Budiman;PD Sihombing Tbk;router tplink archer;389.8;15202.35;616.26;Tanjung Priok;IN
07/01/2024 00:00;Perum Halimah Tbk;CV Waskita;printer inkjet canon pixma;83.84;7712.96;641.34;Tanjung Perak;DE
12/01/2024 00:00;CV Sihombing Wibisono;CV Waskita;meja kantor kayu jati;1263.48;29059.94;587.14;Makassar;SG
03/01/2024 00:00;CV Hassanah Wijaya;PD Lailasari Tbk;minyak goreng sawit;403.19;72976.54;125.57;Tanjung Priok;MY
24/01/2024 00:00;CV Gunarto Uyainah Tbk;CV Melani (Persero) Tbk;semen portland;924.21;158040.46;786.61;Belawan;JP
11/01/2024 00:00;CV Gunarto Uyainah Tbk;UD Mahendra (Persero) Tbk;jam tangan casio;5079.71;20318.83;306.55;Tanjung Perak;IN
30/01/2024 00:00;CV Hassanah Wijaya;UD Saefullah Tbk;pakaian wanita;2296.34;15273851.61;4.08;Batam;SG
15/01/2024 00:00;CV Sihombing Wibisono;PD Lailasari Tbk;gula pasir rafinasi;672.1;69898.53;2182.27;Makassar;US
24/01/2024 00:00;PT Handayani Tbk;PD Uyainah Sudiati;mesin cuci;2239.13;279891.5;605.31;Batam;JP
12/01/2024 00:00;UD Suryono;PD Siregar;router tplink archer;2607.91;192985.11;108.2;Batam;US
14/01/2024 00:00;CV Hassanah Wijaya;CV USda Wulandari;mainan edukasi anak;4706630.11;689540379.36;535.31;Soekarno-Hatta;KR
17/01/2024 00:00;CV Gunarto Uyainah Tbk;PD Lailasari Tbk;kabel listrik tembaga;5628.04;495267.83;291.01;Makassar;JP
15/01/2024 00:00;CV Marpaung Budiyanto;PD Sihombing Tbk;tangki air;4624.23;698258.82;15.21;Tanjung Priok;MY
14/01/2024 00:00;CV Marpaung Budiyanto;CV Melani (Persero) Tbk;router tplink archer;2662.23;228951.83;95.29;Makassar;KR
01/01/2024 00:00;PD Hutagalung Purnawati Tbk;PD Halim;kain batik tulis pekalongan;906.34;38972.73;10.61;Tanjung Perak;VN
25/01/2024 00:00;Perum Halimah Tbk;UD Mahendra (Persero) Tbk;kipas angin meja;1261.89;35332.83;139.91;Batam;JP
07/01/2024 00:00;PD Hutagalung Purnawati Tbk;PD Uyainah Sudiati;router tplink archer;2225.26;289283.23;5058.97;Belawan;US
17/01/2024 00:00;CV Marpaung Budiyanto;CV Sihombing;aluminium foil roll;57.22;3776.79;870.91;Makassar;SG
04/01/2024 00:00;CV Gunarto Uyainah Tbk;Perum Siregar Kuswandari;kompor gas rinnai tungku;3358.04;87308.91;912.2;Belawan;TH
07/01/2024 00:00;PD Hutagalung Purnawati Tbk;UD Hutagalung (Persero) Tbk;laptop dell latitude;2805.65;272806726.82;4.08;Belawan;JP
25/01/2024 00:00;UD Suryono;CV Habibi Pudjiastuti Tbk;topi baseball adidas;4709.54;259024.94;558.49;Tanjung Perak;DE
06/01/2024 00:00;CV Widodo;UD Salahudin Purnawati (Persero) Tbk;hand sanitizer;3400.31;13601.22;498.88;Tanjung Emas;KR
14/01/2024 00:00;CV Marpaung Budiyanto;UD Sudiati Fujiati;meja kantor kayu jati;1714.86;272662.4;646.38;Tanjung Perak;IN
05/01/2024 00:00;CV Gunarto Uyainah Tbk;UD Permata Putra;rice cooker cosmos;5669.96;893300167.19;9.01;Tanjung Emas;DE
11/01/2024 00:00;PD Hutagalung Purnawati Tbk;UD Mahendra (Persero) Tbk;semen portland;2322.01;162540.9;335.03;Belawan;JP
04/01/2024 00:00;PD Yulianti Budiman;UD Mahendra (Persero) Tbk;aluminium foil roll;4566.7;744371.88;208.17;Tanjung Priok;US
05/01/2024 00:00;CV Gunarto Uyainah Tbk;UD Sudiati Fujiati;perabot dapur stainless;575.39;113352.29;6022.37;Batam;CN
04/01/2024 00:00;PT Handayani Tbk;PD Sihombing Halimah;topi baseball adidas;1439.69;45582247.36;4.05;Belawan;IN
18/01/2024 00:00;UD Suryono;UD Salahudin Purnawati (Persero) Tbk;cokelat batangan;371.13;66432.41;167.58;Tanjung Priok;MY
30/01/2024 00:00;CV Marpaung Budiyanto;Perum Waskita Rahmawati (Persero) Tbk;mesin cuci;2391.72;2391.72;341.84;Tanjung Emas;SG
27/01/2024 00:00;CV Sihombing Wibisono;CV Mandala;minyak goreng sawit;5336.8;496322.56;230.82;Batam;IN
07/01/2024 00:00;CV Sihombing Wibisono;PT Wahyudin (Persero) Tbk;jam tangan casio;3069356.97;8675651971.75;346.44;Tanjung Emas;MY
01/01/2024 00:00;Perum Halimah Tbk;PD Putra Hastuti Tbk;lemari sharp pintu;6992.77;832139.16;825.37;Tanjung Emas;JP
02/01/2024 00:00;Perum Halimah Tbk;PD Zulkarnain Waluyo;puzzle kayu;2790.42;239975.74;265.53;Tanjung Priok;KR
19/01/2024 00:00;Perum Halimah Tbk;Perum Waskita Rahmawati (Persero) Tbk;topi baseball adidas;3738.68;676701.48;513.64;Makassar;SG
09/01/2024 00:00;CV Sihombing Wibisono;UD Nasyidah;sepatu lari nike;367.45;54015.15;149.66;Tanjung Priok;KY
01/01/2024 00:00;Perum Halimah Tbk;UD Mahendra (Persero) Tbk;printer inkjet canon pixma;840145.13;82534948.21;412.46;Tanjung Emas;KR
10/01/2024 00:00;CV Hassanah Wijaya;UD Hutagalung (Persero) Tbk;minyak goreng sawit;1764.12;284022.85;717.3;Tanjung Priok;IN
09/01/2024 00:00;CV Hassanah Wijaya;Perum Melani (Persero) Tbk;sepeda anak roda;193.69;20531.66;460.51;Makassar;IN
24/01/2024 00:00;PT Handayani Tbk;Perum Anggriawan Hartati Tbk;pupuk urea granul;2102.46;214450.65;863.19;Tanjung Priok;TH
15/01/2024 00:00;CV Gunarto Uyainah Tbk;CV Pudjiastuti Nurdiyanti;kompor gas rinnai tungku;4302744.83;698879972.71;777.06;Tanjung Priok;SG
10/01/2024 00:00;CV Marpaung Budiyanto;PD Lailasari Tbk;kain batik tulis pekalongan;3881.33;628774.87;932.11;Makassar;SG
08/01/2024 00:00;Perum Halimah Tbk;PT Kuswoyo Mandala;susu bubuk indomilk;1252.96;206737.88;463.09;Soekarno-Hatta;SG
20/01/2024 00:00;CV Sihombing Wibisono;Perum Waskita Rahmawati (Persero) Tbk;topi baseball adidas;457.93;53577.7;584.54;Makassar;IN
28/01/2024 00:00;UD Suryono;PD Sihombing Tbk;lemari sharp pintu;2662.78;423382.57;162.26;Makassar;MY
18/01/2024 00:00;PT Handayani Tbk;PD Sihombing Tbk;konsol nintendo switch;911.58;143118.15;656.94;Tanjung Priok;CN
21/01/2024 00:00;PD Hutagalung Purnawati Tbk;PD Uyainah Sudiati;semen portland;77.33;14846.97;61.75;Belawan;SG
03/01/2024 00:00;PT Handayani Tbk;UD Sitompul Permata;topi baseball adidas;58.91;883.68;51.81;Tanjung Perak;IN
13/01/2024 00:00;PT Handayani Tbk;Perum Pratama Tbk;kabel listrik tembaga;3738.23;418681.55;327.96;Soekarno-Hatta;SG
10/01/2024 00:00;PD Yulianti Budiman;UD Hutagalung (Persero) Tbk;susu bubuk indomilk;1010.57;176849.52;112.03;Belawan;VN
22/01/2024 00:00;UD Suryono;CV Simanjuntak Manullang;mesin cuci;1195.22;222310.76;610.49;Belawan;SG
08/01/2024 00:00;Perum Halimah Tbk;CV Mandala;kursi roda lipat;492.21;52666.85;790.08;Soekarno-Hatta;IN
08/01/2024 00:00;CV Hassanah Wijaya;UD Hutagalung (Persero) Tbk;router tplink archer;3607.74;122663.21;140.72;Belawan;DE
20/01/2024 00:00;CV Marpaung Budiyanto;Perum Siregar Kuswandari;aluminium foil roll;4143.86;575996.73;292.24;Tanjung Emas;TH
13/01/2024 00:00;CV Sihombing Wibisono;UD Nasyidah;sepatu lari nike;2758.76;366915.5;132.22;Tanjung Priok;KY
07/01/2024 00:00;CV Hassanah Wijaya;UD Mahendra (Persero) Tbk;kabel listrik tembaga;576.76;84206.86;416.8;Batam;CN
20/01/2024 00:00;CV Sihombing Wibisono;PD Halim;semen portland;5311.53;276199.51;374.95;Makassar;IN
02/01/2024 00:00;CV Hassanah Wijaya;CV Pudjiastuti Nurdiyanti;termometer digital;5338.28;923521.71;309.22;Tanjung Priok;US
23/01/2024 00:00;CV Gunarto Uyainah Tbk;UD Mahendra (Persero) Tbk;perabot dapur stainless;3399.29;753735314.71;4.07;Tanjung Priok;MY
03/01/2024 00:00;CV Gunarto Uyainah Tbk;PD Saptono Sihombing Tbk;aluminium foil roll;424.56;47125.95;934.34;Soekarno-Hatta;US
12/01/2024 00:00;CV Widodo;UD Saefullah Tbk;konsol nintendo switch;4075.8;244548.26;764.79;Tanjung Perak;US
02/01/2024 00:00;PT Handayani Tbk;UD Palastri Tbk;puzzle kayu;5448.83;321481.16;538.47;Tanjung Perak;KR
30/01/2024 00:00;PD Hutagalung Purnawati Tbk;Perum Siregar;mesin cuci;2643.65;121607.78;236.37;Makassar;CN
07/01/2024 00:00;CV Sihombing Wibisono;UD Nasyidah;perabot dapur stainless;1294.42;104848.27;696.44;Tanjung Perak;TH
03/01/2024 00:00;CV Gunarto Uyainah Tbk;PT Wahyudin (Persero) Tbk;smartphone samsung galaxy;189.2;10784.62;544.84;Batam;DE
07/01/2024 00:00;PD Yulianti Budiman;UD Namaga (Persero) Tbk;mainan edukasi anak;1462.34;244210.68;171.78;Makassar;CN
15/01/2024 00:00;CV Gunarto Uyainah Tbk;Perum Waskita Rahmawati (Persero) Tbk;kabel listrik tembaga;3676.61;691203.5;768.26;Belawan;US
09/01/2024 00:00;CV Gunarto Uyainah Tbk;CV Melani (Persero) Tbk;hand sanitizer;2444.45;381333.56;56.93;Belawan;MY
07/01/2024 00:00;PT Handayani Tbk;Perum Prabowo Kusumo (Persero) Tbk;meja kantor kayu jati;320.06;75555506.58;4.07;Soekarno-Hatta;MY
17/01/2024 00:00;CV Sihombing Wibisono;CV Melani (Persero) Tbk;hand sanitizer;157762.43;7470773.43;494.91;Tanjung Emas;MY
12/01/2024 00:00;CV Marpaung Budiyanto;UD Saefullah Tbk;kain batik tulis pekalongan;2772.66;108133.63;467.95;Makassar;JP
06/01/2024 00:00;UD Suryono;Holland PLC Ltd.;jam tangan casio;2354.28;456730.65;65.76;Tanjung Priok;JP
23/01/2024 00:00;Perum Halimah Tbk;PD Uyainah Sudiati;konsol nintendo switch;634.24;9513.64;956.13;Soekarno-Hatta;CN
29/01/2024 00:00;CV Widodo;CV Prasasta SUSnti;kopi instan kemasan sachet;4664.14;890850.69;658.13;Tanjung Perak;DE
29/01/2024 00:00;PD Hutagalung Purnawati Tbk;PD Najmudin (Persero) Tbk;puzzle kayu;4642.93;348219.5;99.22;Soekarno-Hatta;VN
05/01/2024 00:00;PD Yulianti Budiman;CV Zulaika (Persero) Tbk;sepeda gunung polygon;62.58;11077.04;473.82;Batam;MY
05/01/2024 00:00;CV Hassanah Wijaya;CV Melani (Persero) Tbk;jam tangan casio;1394.53;252409.64;392.99;Batam;CN
29/01/2024 00:00;PT Handayani Tbk;CV Waskita;jam tangan casio;8999369.61;46985500.96;460.61;Soekarno-Hatta;IN
20/01/2024 00:00;CV Widodo;CV USda Wulandari;router tplink archer;2304.18;341018.56;189.95;Batam;KR
10/01/2024 00:00;Perum Halimah Tbk;PD Halim;beras premium;4374.2;454917.26;360.01;Tanjung Priok;DE
04/01/2024 00:00;CV Marpaung Budiyanto;Perum Siregar;sepeda anak roda;1883.52;177050.82;390.32;Tanjung Perak;US
09/01/2024 00:00;Perum Halimah Tbk;Perum Suwarno Wibowo;kain batik tulis pekalongan;1127.58;869658309.33;5.07;Soekarno-Hatta;IN
01/01/2024 00:00;CV Marpaung Budiyanto;UD Sitompul Permata;tangki air;261.35;47565.62;457.08;Belawan;KR
20/01/2024 00:00;Perum Halimah Tbk;PD Sihombing Halimah;smartphone xiaomi redmi;2306.66;405972.68;759.97;Batam;IN
08/01/2024 00:00;CV Sihombing Wibisono;CV Habibi Pudjiastuti Tbk;router tplink archer;635.83;104276.71;745.29;Tanjung Emas;IN
23/01/2024 00:00;CV Marpaung Budiyanto;PD Zulkarnain Waluyo;gula pasir rafinasi;641663.71;14474583.52;258.6;Soekarno-Hatta;SG
21/01/2024 00:00;CV Hassanah Wijaya;UD Palastri Tbk;jam tangan casio;658.93;96755356.5;5.04;Belawan;MY
01/01/2024 00:00;UD Suryono;Holland PLC Ltd.;router tplink archer;202.1;21625.21;560.06;Soekarno-Hatta;MY
18/01/2024 00:00;CV Marpaung Budiyanto;PD Najmudin (Persero) Tbk;konsol nintendo switch;5213.02;901852.33;792.29;Tanjung Emas;JP
22/01/2024 00:00;CV Gunarto Uyainah Tbk;UD Nasyidah;topi baseball adidas;4564542.18;391132314.25;908.27;Makassar;SG
19/01/2024 00:00;CV Widodo;PD Sihombing Halimah;payung lipat otomatis;3339.95;10019.85;530.95;Tanjung Priok;CN
09/01/2024 00:00;UD Suryono;Holland PLC Ltd.;susu bubuk indomilk;2435.97;275264.09;507.56;Tanjung Emas;CN
25/01/2024 00:00;PD Hutagalung Purnawati Tbk;UD Salahudin Purnawati (Persero) Tbk;jam tangan casio;1295.9;72570.47;908.87;Belawan;TH
30/01/2024 00:00;CV Gunarto Uyainah Tbk;PD Thamrin Pertiwi;vacuum cleaner xiaomi;1746.3;103031.86;426.01;Tanjung Emas;US
28/01/2024 00:00;PD Hutagalung Purnawati Tbk;Perum Siregar Kuswandari;kompor gas rinnai tungku;76.45;11237.52;57.19;Tanjung Priok;DE
18/01/2024 00:00;Perum Halimah Tbk;PD Uyainah Sudiati;router tplink archer;3211.92;96357.53;748.95;Makassar;VN
23/01/2024 00:00;PT Handayani Tbk;PD Zulkarnain Waluyo;konsol nintendo switch;592.98;98434.09;169.87;Batam;TH
21/01/2024 00:00;PD Hutagalung Purnawati Tbk;CV Zulaika (Persero) Tbk;konsol nintendo switch;1283.09;242503.84;378.87;Tanjung Perak;US
15/01/2024 00:00;PD Hutagalung Purnawati Tbk;PD Najmudin (Persero) Tbk;hand sanitizer;1055.54;128775.99;69.4;Makassar;TH
27/01/2024 00:00;CV Hassanah Wijaya;PD Putra Hastuti Tbk;smartphone xiaomi redmi;1456.05;212583.17;79.42;Tanjung Perak;US
02/01/2024 00:00;Perum Halimah Tbk;PD Najmudin (Persero) Tbk;lemari sharp pintu;2440.49;209881.88;365.24;Makassar;VN
07/01/2024 00:00;Perum Halimah Tbk;CV Waskita;kabel listrik tembaga;1230.83;174778.19;68.62;Soekarno-Hatta;JP
23/01/2024 00:00;CV Gunarto Uyainah Tbk;UD Palastri Tbk;kerudung pashmina;2237875.04;910986127.46;639.73;Belawan;CN
10/01/2024 00:00;CV Gunarto Uyainah Tbk;Perum Melani (Persero) Tbk;topi baseball adidas;3653.73;58459.74;740.26;Tanjung Perak;VN
13/01/2024 00:00;PD Yulianti Budiman;UD Salahudin Purnawati (Persero) Tbk;kabel listrik tembaga;133.15;3328.81;555.23;Batam;IN
08/01/2024 00:00;CV Gunarto Uyainah Tbk;PD Maryati Kuswandari;aluminium foil roll;2125.75;299731.13;391.02;Tanjung Perak;KR
10/01/2024 00:00;UD Suryono;Holland PLC Ltd.;jam tangan casio;817.62;80126.31;256.11;Tanjung Emas;VN
05/01/2024 00:00;UD Suryono;Holland PLC Ltd.;beras premium;519.03;92905.72;624.73;Makassar;US
30/01/2024 00:00;PD Yulianti Budiman;PT Melani USmah (Persero) Tbk;jam tangan casio;3104.93;360171.89;276.42;Soekarno-Hatta;US
29/01/2024 00:00;PD Hutagalung Purnawati Tbk;PT Kuswoyo Mandala;kompor gas rinnai tungku;4793.55;565638.73;76.08;Tanjung Priok;IN
01/01/2024 00:00;Perum Halimah Tbk;Perum Pratama Tbk;kabel listrik tembaga;131.64;24747.87;389.71;Tanjung Perak;CN
02/01/2024 00:00;CV Widodo;UD Sitompul Permata;konsol nintendo switch;3530.06;105901.75;407.74;Tanjung Emas;TH
07/01/2024 00:00;CV Hassanah Wijaya;CV Habibi Pudjiastuti Tbk;konsol nintendo switch;9398977.32;777711026.72;582.61;Batam;US
08/01/2024 00:00;PD Hutagalung Purnawati Tbk;CV Sihombing;jam tangan casio;5550.62;616118.32;384.12;Tanjung Priok;IN
10/01/2024 00:00;PD Hutagalung Purnawati Tbk;PD Halim;semen portland;65.61;6495.02;690.21;Tanjung Perak;DE
28/01/2024 00:00;PD Yulianti Budiman;Perum Waskita Rahmawati (Persero) Tbk;kompor gas rinnai tungku;1078.91;118679.93;128.25;Tanjung Priok;US
11/01/2024 00:00;CV Marpaung Budiyanto;Perum Pangestu Najmudin Tbk;pakaian wanita;3028.47;414900.88;474.64;Tanjung Perak;US
02/01/2024 00:00;PD Hutagalung Purnawati Tbk;PD Zulkarnain Waluyo;payung lipat otomatis;3553.57;589892.25;850.41;Tanjung Emas;US
12/01/2024 00:00;CV Widodo;UD Saefullah Tbk;susu bubuk indomilk;3767.73;744642529.03;4.07;Tanjung Priok;KR
19/01/2024 00:00;CV Widodo;Perum Suwarno Wibowo;kompor gas rinnai tungku;2106.0;138996.14;215.17;Soekarno-Hatta;VN
01/01/2024 00:00;PD Yulianti Budiman;Perum Siregar;konsol nintendo switch;1678.02;45306.59;530.76;Soekarno-Hatta;US
28/01/2024 00:00;CV Gunarto Uyainah Tbk;Perum Suwarno Wibowo;printer laserjet;9757467.16;872948628.18;445.62;Soekarno-Hatta;IN
11/01/2024 00:00;CV Gunarto Uyainah Tbk;CV Zulaika (Persero) Tbk;aluminium foil roll;6469.78;5728.75;600.52;Batam;DE
01/01/2024 00:00;CV Marpaung Budiyanto;PT Melani USmah (Persero) Tbk;kerudung pashmina;2242.87;210830.24;436.68;Tanjung Perak;SG
27/01/2024 00:00;CV Sihombing Wibisono;Perum Wibowo Tbk;topi baseball adidas;1024.08;173069.74;688.35;Belawan;VN
06/01/2024 00:00;CV Gunarto Uyainah Tbk;PD Maryati Kuswandari;sepeda gunung polygon;1174.82;97509.75;197.9;Tanjung Emas;IN
08/01/2024 00:00;CV Sihombing Wibisono;PD Sihombing Halimah;lemari sharp pintu;1319383.97;69790759.62;451.46;Batam;TH
12/01/2024 00:00;CV Gunarto Uyainah Tbk;Perum Siregar Kuswandari;router tplink archer;107.11;6319.71;87.27;Tanjung Emas;TH
16/01/2024 00:00;CV Gunarto Uyainah Tbk;CV Melani (Persero) Tbk;tangki air;85.49;8891.24;73.98;Belawan;DE
19/01/2024 00:00;CV Sihombing Wibisono;CV USda Wulandari;sepatu lari nike;2451.33;402017.52;126.86;Tanjung Emas;IN
30/01/2024 00:00;PD Hutagalung Purnawati Tbk;CV Melani (Persero) Tbk;kompor gas rinnai tungku;1437.65;130826.3;174.23;Tanjung Perak;MY
29/01/2024 00:00;PD Yulianti Budiman;Perum Melani (Persero) Tbk;mesin cuci;621.27;24850.94;224.86;Batam;KR
06/01/2024 00:00;Perum Halimah Tbk;UD Permata Putra;puzzle kayu;1814.4;221356.71;578.58;Soekarno-Hatta;IN
21/01/2024 00:00;CV Sihombing Wibisono;PD Sihombing Halimah;kain batik tulis pekalongan;1747.14;45213434.67;1.03;Makassar;CN
25/01/2024 00:00;PD Yulianti Budiman;CV Simanjuntak Manullang;printer laserjet;1512.67;201185.71;268.01;Makassar;US
21/01/2024 00:00;CV Hassanah Wijaya;PT Wahyudin (Persero) Tbk;laptop dell latitude;1885.37;245098.42;146.15;Tanjung Priok;TH
27/01/2024 00:00;CV Sihombing Wibisono;CV Simanjuntak Manullang;susu bubuk indomilk;2406.04;192482.82;862.83;Batam;KR
04/01/2024 00:00;UD Suryono;Holland PLC Ltd.;tangki air;3446.43;506624.58;58.95;Makassar;CN
03/01/2024 00:00;PD Hutagalung Purnawati Tbk;PD Zulkarnain Waluyo;payung lipat otomatis;3456.0;518399.79;101.88;Makassar;VN
28/01/2024 00:00;UD Suryono;Holland PLC Ltd.;puzzle kayu;5263.65;52636.48;405.75;Makassar;VN
28/01/2024 00:00;PD Hutagalung Purnawati Tbk;UD Zulaika Hutasoit;aluminium foil roll;3277.91;354014.61;381.63;Soekarno-Hatta;TH
09/01/2024 00:00;Perum Halimah Tbk;PD Sihombing Tbk;tangki air;5237.72;581387.13;806.17;Tanjung Perak;VN
29/01/2024 00:00;PD Hutagalung Purnawati Tbk;PT Nasyiah;alat tes antigen;4727.24;723268.22;708.79;Belawan;US
14/01/2024 00:00;CV Hassanah Wijaya;PT Nasyiah;kain batik tulis pekalongan;4761.98;709534.74;634.53;Batam;US
20/01/2024 00:00;CV Widodo;CV Pudjiastuti Nurdiyanti;sepeda gunung polygon;1677.7;196290.56;65.97;Makassar;SG
25/01/2024 00:00;CV Hassanah Wijaya;CV Melani (Persero) Tbk;kabel listrik tembaga;5977001.05;59195036.79;1256.2;Tanjung Perak;KR
15/01/2024 00:00;CV Hassanah Wijaya;CV Simanjuntak Manullang;sepeda gunung polygon;5835.85;6319.38;91.36;Soekarno-Hatta;IN
27/01/2024 00:00;CV Marpaung Budiyanto;PD Thamrin Pertiwi;perabot dapur stainless;2949.64;73741.03;143.65;Tanjung Emas;JP
23/01/2024 00:00;CV Widodo;PD Najmudin (Persero) Tbk;konsol nintendo switch;3806.72;215285371.67;1.09;Belawan;TH
18/01/2024 00:00;PT Handayani Tbk;PD Zulkarnain Waluyo;puzzle kayu;455.89;48333697.19;4.04;Belawan;JP
20/01/2024 00:00;CV Gunarto Uyainah Tbk;PD Lailasari Tbk;kompor gas rinnai tungku;92.29;9320.87;760.75;Tanjung Perak;MY
22/01/2024 00:00;CV Widodo;UD Permata Putra;payung lipat otomatis;2676.99;42878952.01;5.01;Tanjung Priok;DE
08/01/2024 00:00;PD Yulianti Budiman;UD Zulaika Hutasoit;modul elektronik arduino;568.29;105702.3;76.84;Tanjung Emas;VN
20/01/2024 00:00;Perum Halimah Tbk;UD Sudiati Fujiati;hand sanitizer;60.85;5780.58;726.74;Tanjung Priok;US
26/01/2024 00:00;PT Handayani Tbk;PT Kuswoyo Mandala;semen portland;2073.51;296511.56;324.02;Tanjung Priok;MY
21/01/2024 00:00;UD Suryono;Holland PLC Ltd.;semen portland;1238.52;43348.15;392.68;Tanjung Emas;DE
09/01/2024 00:00;PT Handayani Tbk;PD Putra Hastuti Tbk;topi baseball adidas;2160.04;278645.3;144.95;Tanjung Emas;KR
16/01/2024 00:00;CV Marpaung Budiyanto;Perum Suwarno Wibowo;konsol nintendo switch;4927.34;788374.0;953.54;Tanjung Emas;IN
03/01/2024 00:00;CV Gunarto Uyainah Tbk;CV Melani (Persero) Tbk;alat tes antigen;2120.95;381771.18;339.25;Tanjung Emas;IN
20/01/2024 00:00;PD Hutagalung Purnawati Tbk;CV USda Wulandari;mesin cuci;2719.32;770189410.92;1.02;Tanjung Perak;MY
27/01/2024 00:00;CV Marpaung Budiyanto;Perum Anggriawan Hartati Tbk;susu bubuk indomilk;1309.45;44521.22;487.44;Batam;MY
28/01/2024 00:00;CV Sihombing Wibisono;PD Uyainah Sudiati;mesin cuci;85.49;4274.28;43.87;Tanjung Emas;MY
17/01/2024 00:00;PD Hutagalung Purnawati Tbk;UD Mahendra (Persero) Tbk;tangki air;4592.92;45929.19;838.02;Tanjung Emas;DE
16/01/2024 00:00;UD Suryono;Holland PLC Ltd.;sepeda gunung polygon;58.13;9301.14;641.59;Batam;SG
29/01/2024 00:00;CV Widodo;Perum Melani (Persero) Tbk;mainan edukasi anak;2634.58;487398.21;813.62;Tanjung Priok;SG
29/01/2024 00:00;CV Sihombing Wibisono;Perum Wibowo Tbk;payung lipat otomatis;2335.81;240588.1;436.37;Tanjung Priok;TH
21/01/2024 00:00;UD Suryono;Holland PLC Ltd.;hand sanitizer;1064.73;165033.15;836.72;Tanjung Emas;US
23/01/2024 00:00;PT Handayani Tbk;UD Nasyidah;susu bubuk indomilk;4028.46;237679.12;813.11;Belawan;DE
18/01/2024 00:00;CV Marpaung Budiyanto;CV Zulaika (Persero) Tbk;puzzle kayu;2098.55;390330.69;451.89;Tanjung Perak;IN
11/01/2024 00:00;PD Yulianti Budiman;PD Marpaung Tbk;laptop dell latitude;1260.14;250768.5;178.03;Tanjung Perak;US
14/01/2024 00:00;UD Suryono;Holland PLC Ltd.;modul elektronik arduino;4809.6;187574.57;346.89;Batam;DE
25/01/2024 00:00;CV Widodo;PD Zulkarnain Waluyo;susu bubuk indomilk;30.87;3581.05;31.75;Belawan;IN
07/01/2024 00:00;UD Suryono;Holland PLC Ltd.;oled inch;2101.18;191206.98;1225.6;Soekarno-Hatta;KR
12/01/2024 00:00;PD Hutagalung Purnawati Tbk;PD Siregar;kipas angin meja;790357.69;52662519.09;354.23;Belawan;KR
21/01/2024 00:00;PT Handayani Tbk;PT Wahyudin (Persero) Tbk;oled inch;464176.29;30875678.16;89.78;Tanjung Emas;SG
11/01/2024 00:00;Perum Halimah Tbk;PD Najmudin (Persero) Tbk;semen portland;3000.39;264034.51;455.87;Makassar;SG
07/01/2024 00:00;CV Widodo;UD Namaga (Persero) Tbk;printer laserjet;1104.37;91662.55;507.5;Soekarno-Hatta;SG
17/01/2024 00:00;CV Marpaung Budiyanto;UD Mahendra (Persero) Tbk;payung lipat otomatis;4588.19;738697.84;833.95;Tanjung Priok;SG
08/01/2024 00:00;UD Suryono;Holland PLC Ltd.;perabot dapur stainless;5364.19;262845.08;389.77;Tanjung Emas;MY
03/01/2024 00:00;PD Hutagalung Purnawati Tbk;PD Thamrin Pertiwi;puzzle kayu;2110.73;25328.71;324.61;Batam;SG
15/01/2024 00:00;CV Gunarto Uyainah Tbk;UD Salahudin Purnawati (Persero) Tbk;kompor gas rinnai tungku;4765.03;438382.66;353.86;Belawan;MY
20/01/2024 00:00;PD Yulianti Budiman;Perum Wibowo Tbk;semen portland;2941.98;111795.14;305.26;Tanjung Priok;JP
04/01/2024 00:00;Perum Halimah Tbk;PD Putra Hastuti Tbk;masker bedah lapis;5776.72;589225.54;307.67;Soekarno-Hatta;DE
27/01/2024 00:00;CV Sihombing Wibisono;Perum Prabowo Kusumo (Persero) Tbk;lemari sharp pintu;22552.66;5726765.19;133.08;Soekarno-Hatta;JP
21/01/2024 00:00;CV Hassanah Wijaya;Perum Pratama Tbk;oled inch;5042.92;600107.74;596.64;Soekarno-Hatta;CN
10/01/2024 00:00;PD Yulianti Budiman;Perum Wibowo Tbk;kabel listrik tembaga;2485.17;206268.84;133.37;Tanjung Perak;SG
18/01/2024 00:00;Perum Halimah Tbk;Perum Wibowo Tbk;perabot dapur stainless;1948.19;214301.26;148.35;Batam;SG
20/01/2024 00:00;PT Handayani Tbk;PD Sihombing Tbk;lemari sharp pintu;803.02;69863.04;153.93;Tanjung Perak;IN
14/01/2024 00:00;PT Handayani Tbk;UD Hutagalung (Persero) Tbk;kain batik tulis pekalongan;62.0;9981.5;503.94;Tanjung Perak;KR
